record_id,country,district_code,survey_round,cluster,enumerator_team,respondent_gender,respondent_age_years,education_band,extension_contacts_year,market_access_score,smartphone_owned,annual_farm_income_usd,technology_adopted,questionnaire_version_digit,post_adoption_sales_usd
VCA-0384,Peru,D-PE-01,2026-baseline,CL-25,TEAM-1,woman,61,primary,3,66.5,0,3785.75,0,4235,0.0
VCA-0385,Kenya,D-KE-02,2026-baseline,CL-26,TEAM-2,man,55,secondary,7,87.5,1,4866.33,1,7996,2765.44
VCA-0386,Uganda,D-UG-03,2026-baseline,CL-27,TEAM-3,another/prefer-not-to-say,23,post-secondary,3,62.8,1,7687.6,0,3471,0.0
VCA-0387,Peru,D-PE-04,2026-baseline,CL-28,TEAM-4,woman,38,primary,8,66.7,0,2186.95,1,7848,1092.88
VCA-0388,Kenya,D-KE-05,2026-baseline,CL-29,TEAM-5,man,26,secondary,8,75.3,0,5609.77,1,4248,1808.59
VCA-0389,Uganda,D-UG-06,2026-baseline,CL-30,TEAM-6,another/prefer-not-to-say,53,post-secondary,4,35.7,1,5440.97,0,8644,0.0
VCA-0390,Peru,D-PE-07,2026-baseline,CL-01,TEAM-1,woman,48,primary,2,88.4,0,3337.5,1,9364,1949.49
VCA-0391,Kenya,D-KE-08,2026-baseline,CL-02,TEAM-2,man,45,secondary,1,63.8,1,1972.27,1,4394,715.63
VCA-0392,Uganda,D-UG-01,2026-baseline,CL-03,TEAM-3,another/prefer-not-to-say,35,post-secondary,2,57.6,1,3556.27,1,7840,1520.43
VCA-0393,Peru,D-PE-02,2026-baseline,CL-04,TEAM-4,woman,41,primary,0,32.3,0,1990.03,0,4794,0.0
VCA-0394,Kenya,D-KE-03,2026-baseline,CL-05,TEAM-5,man,49,secondary,4,13.3,0,3161.59,0,7682,0.0
VCA-0395,Uganda,D-UG-04,2026-baseline,CL-06,TEAM-6,another/prefer-not-to-say,67,post-secondary,2,66.6,1,4843.76,1,2382,2295.31
VCA-0396,Peru,D-PE-05,2026-baseline,CL-07,TEAM-1,woman,54,primary,4,43.9,0,1178.87,0,9351,0.0
VCA-0397,Kenya,D-KE-06,2026-baseline,CL-08,TEAM-2,man,42,secondary,3,73.7,0,4261.45,1,7242,2546.32
VCA-0398,Uganda,D-UG-07,2026-baseline,CL-09,TEAM-3,another/prefer-not-to-say,60,post-secondary,8,56.7,1,4047.92,1,1279,1789.52
VCA-0399,Peru,D-PE-08,2026-baseline,CL-10,TEAM-4,woman,36,primary,7,80.6,0,3831.03,1,9839,1868.71
VCA-0400,Kenya,D-KE-01,2026-baseline,CL-11,TEAM-5,man,60,secondary,2,18.1,0,3251.77,0,1500,0.0
VCA-0401,Uganda,D-UG-02,2026-baseline,CL-12,TEAM-6,another/prefer-not-to-say,20,post-secondary,6,66.1,0,6223.82,1,2953,2077.66
VCA-0402,Peru,D-PE-03,2026-baseline,CL-13,TEAM-1,woman,23,primary,8,69.4,0,4640.91,1,7556,2168.76
VCA-0403,Kenya,D-KE-04,2026-baseline,CL-14,TEAM-2,man,49,secondary,7,48.5,0,10277.72,1,1309,5544.8
VCA-0404,Uganda,D-UG-05,2026-baseline,CL-15,TEAM-3,another/prefer-not-to-say,37,post-secondary,3,42.2,1,2469.63,1,2415,758.9
VCA-0405,Peru,D-PE-06,2026-baseline,CL-16,TEAM-4,woman,23,primary,6,50.8,0,2885.67,1,9873,1511.93
VCA-0406,Kenya,D-KE-07,2026-baseline,CL-17,TEAM-5,man,46,secondary,5,30.2,0,2861.97,1,9570,1315.95
VCA-0407,Uganda,D-UG-08,2026-baseline,CL-18,TEAM-6,another/prefer-not-to-say,59,post-secondary,2,24.7,1,6652.68,0,1313,0.0
VCA-0408,Peru,D-PE-01,2026-baseline,CL-19,TEAM-1,woman,27,primary,5,66.6,0,7160.82,1,3165,4253.46
VCA-0409,Kenya,D-KE-02,2026-baseline,CL-20,TEAM-2,man,45,secondary,1,21.9,0,1657.09,0,4364,0.0
VCA-0410,Uganda,D-UG-03,2026-baseline,CL-21,TEAM-3,another/prefer-not-to-say,41,post-secondary,2,21.6,1,2950.57,1,8611,1319.42
VCA-0411,Peru,D-PE-04,2026-baseline,CL-22,TEAM-4,woman,69,primary,4,67.9,0,4879.83,1,4398,2860.13
VCA-0412,Kenya,D-KE-05,2026-baseline,CL-23,TEAM-5,man,52,secondary,7,62.2,1,5368.64,0,9648,0.0
VCA-0413,Uganda,D-UG-06,2026-baseline,CL-24,TEAM-6,another/prefer-not-to-say,42,post-secondary,4,52.6,0,3640.72,1,5069,1423.75
VCA-0414,Peru,D-PE-07,2026-baseline,CL-25,TEAM-1,woman,54,primary,3,68.6,0,6376.35,1,6136,3465.3
VCA-0415,Kenya,D-KE-08,2026-baseline,CL-26,TEAM-2,man,23,secondary,3,27.6,0,3935.28,1,4423,1446.51
VCA-0416,Uganda,D-UG-01,2026-baseline,CL-27,TEAM-3,another/prefer-not-to-say,31,post-secondary,6,56.8,1,4545.19,1,9889,1998.38
VCA-0417,Peru,D-PE-02,2026-baseline,CL-28,TEAM-4,woman,50,primary,5,35.0,0,7002.48,1,3417,3809.45
VCA-0418,Kenya,D-KE-03,2026-baseline,CL-29,TEAM-5,man,55,secondary,5,59.3,0,1537.11,1,7576,522.85
VCA-0419,Uganda,D-UG-04,2026-baseline,CL-30,TEAM-6,another/prefer-not-to-say,49,post-secondary,8,35.0,1,5821.33,1,4817,1807.17
VCA-0420,Peru,D-PE-05,2026-baseline,CL-01,TEAM-1,woman,39,primary,4,80.5,1,6859.18,1,8354,3117.33
VCA-0421,Kenya,D-KE-06,2026-baseline,CL-02,TEAM-2,man,34,secondary,2,54.6,1,2995.29,0,8179,0.0
VCA-0422,Uganda,D-UG-07,2026-baseline,CL-03,TEAM-3,another/prefer-not-to-say,61,post-secondary,4,97.3,1,7098.95,1,5092,2840.14
VCA-0423,Peru,D-PE-08,2026-baseline,CL-04,TEAM-4,woman,19,primary,8,36.2,0,3120.74,1,4321,970.85
VCA-0424,Kenya,D-KE-01,2026-baseline,CL-05,TEAM-5,man,44,secondary,2,66.5,1,9189.61,1,6412,2618.04
VCA-0425,Uganda,D-UG-02,2026-baseline,CL-06,TEAM-6,another/prefer-not-to-say,72,post-secondary,2,77.7,1,2555.15,1,9189,1558.93
VCA-0426,Peru,D-PE-03,2026-baseline,CL-07,TEAM-1,woman,39,primary,4,34.8,0,5026.03,1,1171,1831.46
VCA-0427,Kenya,D-KE-04,2026-baseline,CL-08,TEAM-2,man,61,secondary,0,54.8,1,1951.0,0,5145,0.0
VCA-0428,Uganda,D-UG-05,2026-baseline,CL-09,TEAM-3,another/prefer-not-to-say,28,post-secondary,7,49.9,1,4466.86,1,1412,1571.8
VCA-0429,Peru,D-PE-06,2026-baseline,CL-10,TEAM-4,woman,71,primary,0,66.5,0,7103.75,0,2391,0.0
VCA-0430,Kenya,D-KE-07,2026-baseline,CL-11,TEAM-5,man,41,secondary,0,87.1,0,6026.32,1,5784,1961.92
VCA-0431,Uganda,D-UG-08,2026-baseline,CL-12,TEAM-6,another/prefer-not-to-say,70,post-secondary,7,58.3,1,5288.91,1,3443,2840.95
VCA-0432,Peru,D-PE-01,2026-baseline,CL-13,TEAM-1,woman,57,primary,6,31.3,0,5728.13,0,9807,0.0
VCA-0433,Kenya,D-KE-02,2026-baseline,CL-14,TEAM-2,man,54,secondary,0,16.6,0,1462.35,0,2753,0.0
VCA-0434,Uganda,D-UG-03,2026-baseline,CL-15,TEAM-3,another/prefer-not-to-say,19,post-secondary,7,51.9,1,3610.33,1,4039,1207.32
VCA-0435,Peru,D-PE-04,2026-baseline,CL-16,TEAM-4,woman,45,primary,7,47.1,0,3961.99,1,6252,2034.04
VCA-0436,Kenya,D-KE-05,2026-baseline,CL-17,TEAM-5,man,59,secondary,8,64.0,0,2323.43,1,1609,1227.29
VCA-0437,Uganda,D-UG-06,2026-baseline,CL-18,TEAM-6,another/prefer-not-to-say,19,post-secondary,0,71.9,1,2585.08,1,4781,1309.39
VCA-0438,Peru,D-PE-07,2026-baseline,CL-19,TEAM-1,woman,24,primary,8,39.3,0,1496.58,0,4836,0.0
VCA-0439,Kenya,D-KE-08,2026-baseline,CL-20,TEAM-2,man,63,secondary,7,68.9,0,4074.0,1,5248,1629.4
VCA-0440,Uganda,D-UG-01,2026-baseline,CL-21,TEAM-3,another/prefer-not-to-say,22,post-secondary,3,62.4,1,3858.37,1,1118,1103.22
VCA-0441,Peru,D-PE-02,2026-baseline,CL-22,TEAM-4,woman,33,primary,5,61.1,0,4232.37,0,7948,0.0
VCA-0442,Kenya,D-KE-03,2026-baseline,CL-23,TEAM-5,man,72,secondary,6,15.9,0,1614.95,0,7712,0.0
VCA-0443,Uganda,D-UG-04,2026-baseline,CL-24,TEAM-6,another/prefer-not-to-say,31,post-secondary,3,53.7,1,3294.71,1,5361,1910.69
VCA-0444,Peru,D-PE-05,2026-baseline,CL-25,TEAM-1,woman,21,primary,6,67.2,0,4472.03,0,5392,0.0
VCA-0445,Kenya,D-KE-06,2026-baseline,CL-26,TEAM-2,man,34,secondary,7,33.9,1,1830.46,1,6026,672.77
VCA-0446,Uganda,D-UG-07,2026-baseline,CL-27,TEAM-3,another/prefer-not-to-say,20,post-secondary,5,30.3,1,8999.66,0,2180,0.0
VCA-0447,Peru,D-PE-08,2026-baseline,CL-28,TEAM-4,woman,65,primary,3,45.3,1,2116.8,0,2019,0.0
VCA-0448,Kenya,D-KE-01,2026-baseline,CL-29,TEAM-5,man,60,secondary,8,32.2,1,4522.92,1,4512,2753.97
VCA-0449,Uganda,D-UG-02,2026-baseline,CL-30,TEAM-6,another/prefer-not-to-say,22,post-secondary,6,70.9,1,2021.7,1,9591,889.45
VCA-0450,Peru,D-PE-03,2026-baseline,CL-01,TEAM-1,woman,39,primary,4,29.9,0,5638.18,0,2323,0.0
